School_District,Account_Name,V_Counter,Description,Debit,Credit,Date,Reference_Type,Reference,Check_Key,Claim_No,Received_From,Vendor_Number,Vendor_Name,Invoice_Number,Batch_year,BatchNo,Cancel_Flag,CP_Dummy,Unnamed_19,Fiscal_Year,Fund_Code,School_Code,Function_Code,Program_Code,Object_Code
Cordova City School District,450.000.Supplies and Materi,9-07012018,Reverse BE19000072,1000,0,7/1/2018,B,478,,,,         ,                              ,                   ,19,66,   ,9-07012018,,19,100,10,450,0,450
Cordova City School District,450.Technology.Communications,1-03062019,amz-module sidecarphone/paoola,29.37,0,3/6/2019,P,,103262019,12039,,101485,AMAZON ONLINE ORDERING        , 03-06-2019_       ,19,528,   ,1-03062019,,19,100,10,450,720,433
Cordova City School District,600.000.Salaries Non-Cert M,10-04252019,April 25 2019 Payroll PC10,7580.7,0,4/25/2019,J,1037,,,,         ,                              ,                   ,19,566,   ,10-04252019,,19,100,10,600,0,325
Cordova City School District,600.000.Salaries Non-Cert M,1-06252019,Payroll June 25 2019 PC12,6449.03,0,6/25/2019,J,1068,,,,         ,                              ,                   ,19,694,   ,1-06252019,,19,100,10,600,0,325
Cordova City School District,600.000.Salaries Non-Cert M,11-05242019,May 24 2019 Payroll PC11,6645.88,0,5/24/2019,J,1043,,,,         ,                              ,                   ,19,622,   ,11-05242019,,19,100,10,600,0,325
Cordova City School District,600.000.Salaries Non-Cert M,12-02252019,February 25 2019 Payroll PC08,5704.21,0,2/25/2019,J,1027,,,,         ,                              ,                   ,19,483,   ,12-02252019,,19,100,10,600,0,325
Cordova City School District,600.000.Salaries Non-Cert M,13-10252018,October 25 2018 Payroll PC04,5382.64,0,10/25/2018,J,1012,,,,         ,                              ,                   ,19,238,   ,13-10252018,,19,100,10,600,0,325
Cordova City School District,600.000.Salaries Non-Cert M,14-07012018,FY19 Adopted Budget,0,88780,7/1/2018,B,477,,,,         ,                              ,                   ,19,66,   ,14-07012018,,19,100,10,600,0,325
Cordova City School District,600.000.Salaries Non-Cert M,2-06302019,July 15 2019 Payroll PC14,2149.86,0,6/30/2019,J,1071,,,,         ,                              ,                   ,19,712,   ,2-06302019,,19,100,10,600,0,325
Cordova City School District,600.000.Salaries Non-Cert M,3-09252018,Sept 25 2018 Payroll PC03,3797.35,0,9/25/2018,J,1008,,,,         ,                              ,                   ,19,166,   ,3-09252018,,19,100,10,600,0,325
Cordova City School District,600.000.Salaries Non-Cert M,4-11232018,November 23 2018 Payroll,7056.64,0,11/23/2018,J,1014,,,,         ,                              ,                   ,19,309,   ,4-11232018,,19,100,10,600,0,325
Cordova City School District,600.000.Salaries Non-Cert M,5-12242018,December 24 2018 Payroll,6151.82,0,12/24/2018,J,1015,,,,         ,                              ,                   ,19,352,   ,5-12242018,,19,100,10,600,0,325
Cordova City School District,600.000.Salaries Non-Cert M,6-01252019,January 25 2019 Payroll PC07,6288.4,0,1/25/2019,J,1022,,,,         ,                              ,                   ,19,402,   ,6-01252019,,19,100,10,600,0,325
Cordova City School District,600.000.Salaries Non-Cert M,7-03252019,March 25 2019 Payroll PC09,7434.56,0,3/25/2019,J,1032,,,,         ,                              ,                   ,19,522,   ,7-03252019,,19,100,10,600,0,325
Cordova City School District,600.000.Salaries Non-Cert M,8-08242018,August 24 2018 Payroll,7656.73,0,8/24/2018,J,996,,,,         ,                              ,                   ,19,76,   ,8-08242018,,19,100,10,600,0,325
Cordova City School District,600.000.Salaries Non-Cert M,9-07312018,July 25 2018 Payroll PC01,4348.88,0,7/31/2018,J,984,,,,         ,                              ,                   ,19,51,   ,9-07312018,,19,100,10,600,0,325
Cordova City School District,600.000.Salaries Non-Cert S,1-11232018,November 23 2018 Payroll,491.54,0,11/23/2018,J,1014,,,,         ,                              ,                   ,19,309,   ,1-11232018,,19,100,10,600,0,329
Cordova City School District,600.000.Salaries Non-Cert S,2-05242019,May 24 2019 Payroll PC11,106.55,0,5/24/2019,J,1043,,,,         ,                              ,                   ,19,622,   ,2-05242019,,19,100,10,600,0,329
Cordova City School District,600.000.Salaries Non-Cert S,3-02252019,February 25 2019 Payroll PC08,114.88,0,2/25/2019,J,1027,,,,         ,                              ,                   ,19,483,   ,3-02252019,,19,100,10,600,0,329
Cordova City School District,600.000.Salaries Non-Cert S,4-10252018,October 25 2018 Payroll PC04,853.56,0,10/25/2018,J,1012,,,,         ,                              ,                   ,19,238,   ,4-10252018,,19,100,10,600,0,329
Cordova City School District,600.000.Salaries Non-Cert S,5-07012018,FY19 Adopted Budget,0,7500,7/1/2018,B,477,,,,         ,                              ,                   ,19,66,   ,5-07012018,,19,100,10,600,0,329
Cordova City School District,600.000.Insurance - Health/,10-05242019,May 24 2019 Payroll PC11,3925.64,0,5/24/2019,J,1043,,,,         ,                              ,                   ,19,622,   ,10-05242019,,19,100,10,600,0,351
Cordova City School District,600.000.Insurance - Health/,1-06252019,Payroll June 25 2019 PC12,4063.28,0,6/25/2019,J,1068,,,,         ,                              ,                   ,19,694,   ,1-06252019,,19,100,10,600,0,351
Cordova City School District,600.000.Insurance - Health/,11-02252019,February 25 2019 Payroll PC08,3925.64,0,2/25/2019,J,1027,,,,         ,                              ,                   ,19,483,   ,11-02252019,,19,100,10,600,0,351
Cordova City School District,600.000.Insurance - Health/,12-10252018,October 25 2018 Payroll PC04,3925.64,0,10/25/2018,J,1012,,,,         ,                              ,                   ,19,238,   ,12-10252018,,19,100,10,600,0,351
Cordova City School District,600.000.Insurance - Health/,13-07012018,FY19 Adopted Budget,0,47120,7/1/2018,B,477,,,,         ,                              ,                   ,19,66,   ,13-07012018,,19,100,10,600,0,351
Cordova City School District,600.000.Insurance - Health/,2-09252018,Sept 25 2018 Payroll PC03,1962.82,0,9/25/2018,J,1008,,,,         ,                              ,                   ,19,166,   ,2-09252018,,19,100,10,600,0,351
Cordova City School District,600.000.Insurance - Health/,3-11232018,November 23 2018 Payroll,5888.46,0,11/23/2018,J,1014,,,,         ,                              ,                   ,19,309,   ,3-11232018,,19,100,10,600,0,351
Cordova City School District,600.000.Insurance - Health/,4-12242018,December 24 2018 Payroll,3925.64,0,12/24/2018,J,1015,,,,         ,                              ,                   ,19,352,   ,4-12242018,,19,100,10,600,0,351
Cordova City School District,600.000.Insurance - Health/,5-01252019,January 25 2019 Payroll PC07,3925.64,0,1/25/2019,J,1022,,,,         ,                              ,                   ,19,402,   ,5-01252019,,19,100,10,600,0,351
Cordova City School District,600.000.Insurance - Health/,6-03252019,March 25 2019 Payroll PC09,3925.64,0,3/25/2019,J,1032,,,,         ,                              ,                   ,19,522,   ,6-03252019,,19,100,10,600,0,351
Cordova City School District,600.000.Insurance - Health/,7-08242018,August 24 2018 Payroll,1962.82,0,8/24/2018,J,996,,,,         ,                              ,                   ,19,76,   ,7-08242018,,19,100,10,600,0,351
Cordova City School District,600.000.Insurance - Health/,8-07312018,July 25 2018 Payroll PC01,3925.64,0,7/31/2018,J,984,,,,         ,                              ,                   ,19,51,   ,8-07312018,,19,100,10,600,0,351
Cordova City School District,600.000.Insurance - Health/,9-04252019,April 25 2019 Payroll PC10,3925.64,0,4/25/2019,J,1037,,,,         ,                              ,                   ,19,566,   ,9-04252019,,19,100,10,600,0,351
Cordova City School District,600.000.FICA Contributions,10-04252019,April 25 2019 Payroll PC10,553.81,0,4/25/2019,J,1037,,,,         ,                              ,                   ,19,566,   ,10-04252019,,19,100,10,600,0,354
Cordova City School District,600.000.FICA Contributions,1-06252019,Payroll June 25 2019 PC12,466.33,0,6/25/2019,J,1068,,,,         ,                              ,                   ,19,694,   ,1-06252019,,19,100,10,600,0,354
Cordova City School District,600.000.FICA Contributions,11-05242019,May 24 2019 Payroll PC11,490.45,0,5/24/2019,J,1043,,,,         ,                              ,                   ,19,622,   ,11-05242019,,19,100,10,600,0,354
Cordova City School District,600.000.FICA Contributions,12-02252019,February 25 2019 Payroll PC08,419.05,0,2/25/2019,J,1027,,,,         ,                              ,                   ,19,483,   ,12-02252019,,19,100,10,600,0,354
Cordova City School District,600.000.FICA Contributions,13-10252018,October 25 2018 Payroll PC04,450.96,0,10/25/2018,J,1012,,,,         ,                              ,                   ,19,238,   ,13-10252018,,19,100,10,600,0,354
Cordova City School District,600.000.FICA Contributions,2-06302019,July 15 2019 Payroll PC14,164.46,0,6/30/2019,J,1071,,,,         ,                              ,                   ,19,712,   ,2-06302019,,19,100,10,600,0,354
Cordova City School District,600.000.FICA Contributions,3-09252018,Sept 25 2018 Payroll PC03,277.44,0,9/25/2018,J,1008,,,,         ,                              ,                   ,19,166,   ,3-09252018,,19,100,10,600,0,354
Cordova City School District,600.000.FICA Contributions,4-11232018,November 23 2018 Payroll,538.24,0,11/23/2018,J,1014,,,,         ,                              ,                   ,19,309,   ,4-11232018,,19,100,10,600,0,354
Cordova City School District,600.000.FICA Contributions,5-12242018,December 24 2018 Payroll,444.51,0,12/24/2018,J,1015,,,,         ,                              ,                   ,19,352,   ,5-12242018,,19,100,10,600,0,354
Cordova City School District,600.000.FICA Contributions,6-01252019,January 25 2019 Payroll PC07,454.95,0,1/25/2019,J,1022,,,,         ,                              ,                   ,19,402,   ,6-01252019,,19,100,10,600,0,354
Cordova City School District,600.000.FICA Contributions,7-03252019,March 25 2019 Payroll PC09,542.63,0,3/25/2019,J,1032,,,,         ,                              ,                   ,19,522,   ,7-03252019,,19,100,10,600,0,354
Cordova City School District,600.000.FICA Contributions,8-08242018,August 24 2018 Payroll,572.68,0,8/24/2018,J,996,,,,         ,                              ,                   ,19,76,   ,8-08242018,,19,100,10,600,0,354
Cordova City School District,600.000.FICA Contributions,9-07312018,July 25 2018 Payroll PC01,306.58,0,7/31/2018,J,984,,,,         ,                              ,                   ,19,51,   ,9-07312018,,19,100,10,600,0,354
Cordova City School District,600.000.PERS Retire Contrib,10-04252019,April 25 2019 Payroll PC10,1667.76,0,4/25/2019,J,1037,,,,         ,                              ,                   ,19,566,   ,10-04252019,,19,100,10,600,0,356
Cordova City School District,600.000.PERS Retire Contrib,1-06252019,Payroll June 25 2019 PC12,1418.79,0,6/25/2019,J,1068,,,,         ,                              ,                   ,19,694,   ,1-06252019,,19,100,10,600,0,356
Cordova City School District,600.000.PERS Retire Contrib,11-05242019,May 24 2019 Payroll PC11,1462.09,0,5/24/2019,J,1043,,,,         ,                              ,                   ,19,622,   ,11-05242019,,19,100,10,600,0,356
Cordova City School District,600.000.PERS Retire Contrib,12-02252019,February 25 2019 Payroll PC08,1254.92,0,2/25/2019,J,1027,,,,         ,                              ,                   ,19,483,   ,12-02252019,,19,100,10,600,0,356
Cordova City School District,600.000.PERS Retire Contrib,13-10252018,October 25 2018 Payroll PC04,1184.18,0,10/25/2018,J,1012,,,,         ,                              ,                   ,19,238,   ,13-10252018,,19,100,10,600,0,356
Cordova City School District,600.000.PERS Retire Contrib,2-06302019,July 15 2019 Payroll PC14,472.97,0,6/30/2019,J,1071,,,,         ,                              ,                   ,19,712,   ,2-06302019,,19,100,10,600,0,356
Cordova City School District,600.000.PERS Retire Contrib,3-09252018,Sept 25 2018 Payroll PC03,835.42,0,9/25/2018,J,1008,,,,         ,                              ,                   ,19,166,   ,3-09252018,,19,100,10,600,0,356
Cordova City School District,600.000.PERS Retire Contrib,4-11232018,November 23 2018 Payroll,1552.47,0,11/23/2018,J,1014,,,,         ,                              ,                   ,19,309,   ,4-11232018,,19,100,10,600,0,356
Cordova City School District,600.000.PERS Retire Contrib,5-12242018,December 24 2018 Payroll,1353.4,0,12/24/2018,J,1015,,,,         ,                              ,                   ,19,352,   ,5-12242018,,19,100,10,600,0,356
Cordova City School District,600.000.PERS Retire Contrib,6-01252019,January 25 2019 Payroll PC07,1383.45,0,1/25/2019,J,1022,,,,         ,                              ,                   ,19,402,   ,6-01252019,,19,100,10,600,0,356
Cordova City School District,600.000.PERS Retire Contrib,7-03252019,March 25 2019 Payroll PC09,1635.6,0,3/25/2019,J,1032,,,,         ,                              ,                   ,19,522,   ,7-03252019,,19,100,10,600,0,356
Cordova City School District,600.000.PERS Retire Contrib,8-08242018,August 24 2018 Payroll,1684.48,0,8/24/2018,J,996,,,,         ,                              ,                   ,19,76,   ,8-08242018,,19,100,10,600,0,356
Cordova City School District,600.000.PERS Retire Contrib,9-07312018,July 25 2018 Payroll PC01,956.75,0,7/31/2018,J,984,,,,         ,                              ,                   ,19,51,   ,9-07312018,,19,100,10,600,0,356
Cordova City School District,600.000.Insurance - Health/,10-05242019,May 24 2019 Payroll PC11,16.8,0,5/24/2019,J,1043,,,,         ,                              ,                   ,19,622,   ,10-05242019,,19,100,10,600,0,361
Cordova City School District,600.000.Insurance - Health/,1-06252019,Payroll June 25 2019 PC12,16.8,0,6/25/2019,J,1068,,,,         ,                              ,                   ,19,694,   ,1-06252019,,19,100,10,600,0,361
Cordova City School District,600.000.Insurance - Health/,11-02252019,February 25 2019 Payroll PC08,16.8,0,2/25/2019,J,1027,,,,         ,                              ,                   ,19,483,   ,11-02252019,,19,100,10,600,0,361
Cordova City School District,600.000.Insurance - Health/,12-10252018,October 25 2018 Payroll PC04,16.8,0,10/25/2018,J,1012,,,,         ,                              ,                   ,19,238,   ,12-10252018,,19,100,10,600,0,361
Cordova City School District,600.000.Insurance - Health/,13-07012018,FY19 Adopted Budget,0,240,7/1/2018,B,477,,,,         ,                              ,                   ,19,66,   ,13-07012018,,19,100,10,600,0,361
Cordova City School District,600.000.Insurance - Health/,2-09252018,Sept 25 2018 Payroll PC03,8.4,0,9/25/2018,J,1008,,,,         ,                              ,                   ,19,166,   ,2-09252018,,19,100,10,600,0,361
